date,cusip,series,coupon,maturity_date,price,yield,tenor
02/01/2023,BY4236745,FR95,6.375,15/08/2028,99.102,6.567,05_year
03/01/2023,BY4236745,FR95,6.375,15/08/2028,98.71,6.652,05_year
04/01/2023,BY4236745,FR95,6.375,15/08/2028,98.845,6.623,05_year
05/01/2023,BY4236745,FR95,6.375,15/08/2028,98.989,6.592,05_year
06/01/2023,BY4236745,FR95,6.375,15/08/2028,98.945,6.602,05_year
09/01/2023,BY4236745,FR95,6.375,15/08/2028,99.34,6.516,05_year
10/01/2023,BY4236745,FR95,6.375,15/08/2028,99.621,6.455,05_year
11/01/2023,BY4236745,FR95,6.375,15/08/2028,99.707,6.437,05_year
12/01/2023,BY4236745,FR95,6.375,15/08/2028,99.969,6.38,05_year
13/01/2023,BY4236745,FR95,6.375,15/08/2028,99.936,6.387,05_year
16/01/2023,BY4236745,FR95,6.375,15/08/2028,99.691,6.44,05_year
17/01/2023,BY4236745,FR95,6.375,15/08/2028,99.807,6.415,05_year
18/01/2023,BY4236745,FR95,6.375,15/08/2028,99.983,6.377,05_year
19/01/2023,BY4236745,FR95,6.375,15/08/2028,100.154,6.341,05_year
20/01/2023,BY4236745,FR95,6.375,15/08/2028,100.177,6.336,05_year
23/01/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
24/01/2023,BY4236745,FR95,6.375,15/08/2028,100.154,6.341,05_year
25/01/2023,BY4236745,FR95,6.375,15/08/2028,99.959,6.383,05_year
26/01/2023,BY4236745,FR95,6.375,15/08/2028,99.91,6.394,05_year
27/01/2023,BY4236745,FR95,6.375,15/08/2028,99.806,6.416,05_year
30/01/2023,BY4236745,FR95,6.375,15/08/2028,99.794,6.419,05_year
31/01/2023,BY4236745,FR95,6.375,15/08/2028,100.124,6.347,05_year
01/02/2023,BY4236745,FR95,6.375,15/08/2028,100.337,6.301,05_year
02/02/2023,BY4236745,FR95,6.375,15/08/2028,100.504,6.265,05_year
03/02/2023,BY4236745,FR95,6.375,15/08/2028,100.64,6.236,05_year
06/02/2023,BY4236745,FR95,6.375,15/08/2028,100.298,6.31,05_year
07/02/2023,BY4236745,FR95,6.375,15/08/2028,100.136,6.345,05_year
08/02/2023,BY4236745,FR95,6.375,15/08/2028,100.227,6.325,05_year
09/02/2023,BY4236745,FR95,6.375,15/08/2028,100.636,6.237,05_year
10/02/2023,BY4236745,FR95,6.375,15/08/2028,100.232,6.324,05_year
13/02/2023,BY4236745,FR95,6.375,15/08/2028,100.044,6.365,05_year
14/02/2023,BY4236745,FR95,6.375,15/08/2028,100.059,6.362,05_year
15/02/2023,BY4236745,FR95,6.375,15/08/2028,99.967,6.382,05_year
16/02/2023,BY4236745,FR95,6.375,15/08/2028,100.297,6.31,05_year
17/02/2023,BY4236745,FR95,6.375,15/08/2028,100.133,6.346,05_year
20/02/2023,BY4236745,FR95,6.375,15/08/2028,100.134,6.345,05_year
21/02/2023,BY4236745,FR95,6.375,15/08/2028,100.022,6.37,05_year
22/02/2023,BY4236745,FR95,6.375,15/08/2028,99.693,6.442,05_year
23/02/2023,BY4236745,FR95,6.375,15/08/2028,99.621,6.458,05_year
24/02/2023,BY4236745,FR95,6.375,15/08/2028,99.622,6.457,05_year
27/02/2023,BY4236745,FR95,6.375,15/08/2028,99.265,6.536,05_year
28/02/2023,BY4236745,FR95,6.375,15/08/2028,99.17,6.557,05_year
01/03/2023,BY4236745,FR95,6.375,15/08/2028,99.357,6.516,05_year
02/03/2023,BY4236745,FR95,6.375,15/08/2028,99.248,6.54,05_year
03/03/2023,BY4236745,FR95,6.375,15/08/2028,99.306,6.527,05_year
06/03/2023,BY4236745,FR95,6.375,15/08/2028,99.502,6.484,05_year
07/03/2023,BY4236745,FR95,6.375,15/08/2028,99.319,6.525,05_year
08/03/2023,BY4236745,FR95,6.375,15/08/2028,99.131,6.566,05_year
09/03/2023,BY4236745,FR95,6.375,15/08/2028,99.177,6.556,05_year
10/03/2023,BY4236745,FR95,6.375,15/08/2028,99.286,6.532,05_year
13/03/2023,BY4236745,FR95,6.375,15/08/2028,99.635,6.454,05_year
14/03/2023,BY4236745,FR95,6.375,15/08/2028,100.051,6.362,05_year
15/03/2023,BY4236745,FR95,6.375,15/08/2028,99.882,6.4,05_year
16/03/2023,BY4236745,FR95,6.375,15/08/2028,99.455,6.494,05_year
17/03/2023,BY4236745,FR95,6.375,15/08/2028,99.581,6.466,05_year
20/03/2023,BY4236745,FR95,6.375,15/08/2028,99.601,6.462,05_year
21/03/2023,BY4236745,FR95,6.375,15/08/2028,99.608,6.46,05_year
22/03/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
23/03/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
24/03/2023,BY4236745,FR95,6.375,15/08/2028,99.966,6.381,05_year
27/03/2023,BY4236745,FR95,6.375,15/08/2028,100.085,6.354,05_year
28/03/2023,BY4236745,FR95,6.375,15/08/2028,100.009,6.371,05_year
29/03/2023,BY4236745,FR95,6.375,15/08/2028,99.943,6.386,05_year
30/03/2023,BY4236745,FR95,6.375,15/08/2028,99.926,6.389,05_year
31/03/2023,BY4236745,FR95,6.375,15/08/2028,100.072,6.357,05_year
03/04/2023,BY4236745,FR95,6.375,15/08/2028,100.131,6.344,05_year
04/04/2023,BY4236745,FR95,6.375,15/08/2028,100.217,6.324,05_year
05/04/2023,BY4236745,FR95,6.375,15/08/2028,100.226,6.322,05_year
06/04/2023,BY4236745,FR95,6.375,15/08/2028,100.258,6.315,05_year
07/04/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
10/04/2023,BY4236745,FR95,6.375,15/08/2028,100.115,6.347,05_year
11/04/2023,BY4236745,FR95,6.375,15/08/2028,100.17,6.335,05_year
12/04/2023,BY4236745,FR95,6.375,15/08/2028,100.202,6.327,05_year
13/04/2023,BY4236745,FR95,6.375,15/08/2028,100.275,6.311,05_year
14/04/2023,BY4236745,FR95,6.375,15/08/2028,100.221,6.323,05_year
17/04/2023,BY4236745,FR95,6.375,15/08/2028,100.113,6.347,05_year
18/04/2023,BY4236745,FR95,6.375,15/08/2028,100.03,6.366,05_year
19/04/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
20/04/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
21/04/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
24/04/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
25/04/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
26/04/2023,BY4236745,FR95,6.375,15/08/2028,100.593,6.239,05_year
27/04/2023,BY4236745,FR95,6.375,15/08/2028,100.533,6.252,05_year
28/04/2023,BY4236745,FR95,6.375,15/08/2028,100.563,6.246,05_year
01/05/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
02/05/2023,BY4236745,FR95,6.375,15/08/2028,100.616,6.234,05_year
03/05/2023,BY4236745,FR95,6.375,15/08/2028,100.766,6.2,05_year
04/05/2023,BY4236745,FR95,6.375,15/08/2028,101.035,6.14,05_year
05/05/2023,BY4236745,FR95,6.375,15/08/2028,100.965,6.155,05_year
08/05/2023,BY4236745,FR95,6.375,15/08/2028,100.907,6.168,05_year
09/05/2023,BY4236745,FR95,6.375,15/08/2028,100.861,6.178,05_year
10/05/2023,BY4236745,FR95,6.375,15/08/2028,100.982,6.151,05_year
11/05/2023,BY4236745,FR95,6.375,15/08/2028,101.244,6.092,05_year
12/05/2023,BY4236745,FR95,6.375,15/08/2028,101.352,6.068,05_year
15/05/2023,BY4236745,FR95,6.375,15/08/2028,101.31,6.077,05_year
16/05/2023,BY4236745,FR95,6.375,15/08/2028,101.393,6.058,05_year
17/05/2023,BY4236745,FR95,6.375,15/08/2028,101.421,6.052,05_year
18/05/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
19/05/2023,BY4236745,FR95,6.375,15/08/2028,101.267,6.086,05_year
22/05/2023,BY4236745,FR95,6.375,15/08/2028,101.321,6.074,05_year
23/05/2023,BY4236745,FR95,6.375,15/08/2028,101.329,6.072,05_year
24/05/2023,BY4236745,FR95,6.375,15/08/2028,101.404,6.055,05_year
25/05/2023,BY4236745,FR95,6.375,15/08/2028,101.426,6.049,05_year
26/05/2023,BY4236745,FR95,6.375,15/08/2028,101.366,6.063,05_year
29/05/2023,BY4236745,FR95,6.375,15/08/2028,101.461,6.041,05_year
30/05/2023,BY4236745,FR95,6.375,15/08/2028,101.503,6.031,05_year
31/05/2023,BY4236745,FR95,6.375,15/08/2028,101.605,6.008,05_year
01/06/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
02/06/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
05/06/2023,BY4236745,FR95,6.375,15/08/2028,101.527,6.026,05_year
06/06/2023,BY4236745,FR95,6.375,15/08/2028,101.655,5.997,05_year
07/06/2023,BY4236745,FR95,6.375,15/08/2028,101.762,5.972,05_year
08/06/2023,BY4236745,FR95,6.375,15/08/2028,101.804,5.962,05_year
09/06/2023,BY4236745,FR95,6.375,15/08/2028,101.959,5.927,05_year
12/06/2023,BY4236745,FR95,6.375,15/08/2028,102.011,5.916,05_year
13/06/2023,BY4236745,FR95,6.375,15/08/2028,102.189,5.875,05_year
14/06/2023,BY4236745,FR95,6.375,15/08/2028,102.32,5.846,05_year
15/06/2023,BY4236745,FR95,6.375,15/08/2028,102.237,5.864,05_year
16/06/2023,BY4236745,FR95,6.375,15/08/2028,102.245,5.862,05_year
19/06/2023,BY4236745,FR95,6.375,15/08/2028,102.183,5.876,05_year
20/06/2023,BY4236745,FR95,6.375,15/08/2028,101.991,5.919,05_year
21/06/2023,BY4236745,FR95,6.375,15/08/2028,101.969,5.923,05_year
22/06/2023,BY4236745,FR95,6.375,15/08/2028,101.999,5.916,05_year
23/06/2023,BY4236745,FR95,6.375,15/08/2028,102.046,5.905,05_year
26/06/2023,BY4236745,FR95,6.375,15/08/2028,102.057,5.902,05_year
27/06/2023,BY4236745,FR95,6.375,15/08/2028,102.104,5.891,05_year
28/06/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
29/06/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
30/06/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
03/07/2023,BY4236745,FR95,6.375,15/08/2028,102.228,5.863,05_year
04/07/2023,BY4236745,FR95,6.375,15/08/2028,102.207,5.867,05_year
05/07/2023,BY4236745,FR95,6.375,15/08/2028,102.185,5.872,05_year
06/07/2023,BY4236745,FR95,6.375,15/08/2028,102.128,5.884,05_year
07/07/2023,BY4236745,FR95,6.375,15/08/2028,101.881,5.94,05_year
10/07/2023,BY4236745,FR95,6.375,15/08/2028,101.67,5.988,05_year
11/07/2023,BY4236745,FR95,6.375,15/08/2028,102.032,5.905,05_year
12/07/2023,BY4236745,FR95,6.375,15/08/2028,102.183,5.871,05_year
13/07/2023,BY4236745,FR95,6.375,15/08/2028,102.364,5.829,05_year
14/07/2023,BY4236745,FR95,6.375,15/08/2028,102.381,5.825,05_year
17/07/2023,BY4236745,FR95,6.375,15/08/2028,102.221,5.861,05_year
18/07/2023,BY4236745,FR95,6.375,15/08/2028,102.242,5.856,05_year
19/07/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
20/07/2023,BY4236745,FR95,6.375,15/08/2028,102.215,5.862,05_year
21/07/2023,BY4236745,FR95,6.375,15/08/2028,102.115,5.884,05_year
24/07/2023,BY4236745,FR95,6.375,15/08/2028,102.102,5.887,05_year
25/07/2023,BY4236745,FR95,6.375,15/08/2028,102.066,5.895,05_year
26/07/2023,BY4236745,FR95,6.375,15/08/2028,101.906,5.932,05_year
27/07/2023,BY4236745,FR95,6.375,15/08/2028,101.938,5.924,05_year
28/07/2023,BY4236745,FR95,6.375,15/08/2028,101.783,5.959,05_year
31/07/2023,BY4236745,FR95,6.375,15/08/2028,101.804,5.954,05_year
01/08/2023,BY4236745,FR95,6.375,15/08/2028,101.857,5.942,05_year
02/08/2023,BY4236745,FR95,6.375,15/08/2028,101.829,5.948,05_year
03/08/2023,BY4236745,FR95,6.375,15/08/2028,101.732,5.97,05_year
04/08/2023,BY4236745,FR95,6.375,15/08/2028,101.462,6.033,05_year
07/08/2023,BY4236745,FR95,6.375,15/08/2028,101.483,6.028,05_year
08/08/2023,BY4236745,FR95,6.375,15/08/2028,101.498,6.024,05_year
09/08/2023,BY4236745,FR95,6.375,15/08/2028,101.506,6.022,05_year
10/08/2023,BY4236745,FR95,6.375,15/08/2028,101.523,6.018,05_year
11/08/2023,BY4236745,FR95,6.375,15/08/2028,101.523,6.018,05_year
14/08/2023,BY4236745,FR95,6.375,15/08/2028,101.361,6.055,05_year
15/08/2023,BY4236745,FR95,6.375,15/08/2028,101.228,6.086,05_year
16/08/2023,BY4236745,FR95,6.375,15/08/2028,101.096,6.116,05_year
17/08/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
18/08/2023,BY4236745,FR95,6.375,15/08/2028,100.787,6.189,05_year
21/08/2023,BY4236745,FR95,6.375,15/08/2028,100.442,6.27,05_year
22/08/2023,BY4236745,FR95,6.375,15/08/2028,100.293,6.305,05_year
23/08/2023,BY4236745,FR95,6.375,15/08/2028,100.366,6.288,05_year
24/08/2023,BY4236745,FR95,6.375,15/08/2028,100.398,6.28,05_year
25/08/2023,BY4236745,FR95,6.375,15/08/2028,100.257,6.313,05_year
28/08/2023,BY4236745,FR95,6.375,15/08/2028,100.348,6.291,05_year
29/08/2023,BY4236745,FR95,6.375,15/08/2028,100.446,6.268,05_year
30/08/2023,BY4236745,FR95,6.375,15/08/2028,100.533,6.247,05_year
31/08/2023,BY4236745,FR95,6.375,15/08/2028,100.936,6.152,05_year
01/09/2023,BY4236745,FR95,6.375,15/08/2028,101.041,6.127,05_year
04/09/2023,BY4236745,FR95,6.375,15/08/2028,101.257,6.075,05_year
05/09/2023,BY4236745,FR95,6.375,15/08/2028,100.969,6.143,05_year
06/09/2023,BY4236745,FR95,6.375,15/08/2028,100.709,6.205,05_year
07/09/2023,BY4236745,FR95,6.375,15/08/2028,100.504,6.253,05_year
08/09/2023,BY4236745,FR95,6.375,15/08/2028,100.509,6.252,05_year
11/09/2023,BY4236745,FR95,6.375,15/08/2028,100.496,6.255,05_year
12/09/2023,BY4236745,FR95,6.375,15/08/2028,100.412,6.275,05_year
13/09/2023,BY4236745,FR95,6.375,15/08/2028,100.363,6.286,05_year
14/09/2023,BY4236745,FR95,6.375,15/08/2028,100.423,6.272,05_year
15/09/2023,BY4236745,FR95,6.375,15/08/2028,100.238,6.316,05_year
18/09/2023,BY4236745,FR95,6.375,15/08/2028,100.106,6.348,05_year
19/09/2023,BY4236745,FR95,6.375,15/08/2028,99.956,6.384,05_year
20/09/2023,BY4236745,FR95,6.375,15/08/2028,100.033,6.365,05_year
21/09/2023,BY4236745,FR95,6.375,15/08/2028,99.941,6.387,05_year
22/09/2023,BY4236745,FR95,6.375,15/08/2028,99.997,6.374,05_year
25/09/2023,BY4236745,FR95,6.375,15/08/2028,99.992,6.375,05_year
26/09/2023,BY4236745,FR95,6.375,15/08/2028,99.607,6.468,05_year
27/09/2023,BY4236745,FR95,6.375,15/08/2028,99.551,6.482,05_year
28/09/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
29/09/2023,BY4236745,FR95,6.375,15/08/2028,99.371,6.526,05_year
02/10/2023,BY4236745,FR95,6.375,15/08/2028,99.059,6.602,05_year
03/10/2023,BY4236745,FR95,6.375,15/08/2028,98.682,6.695,05_year
04/10/2023,BY4236745,FR95,6.375,15/08/2028,98.071,6.846,05_year
05/10/2023,BY4236745,FR95,6.375,15/08/2028,98.175,6.82,05_year
06/10/2023,BY4236745,FR95,6.375,15/08/2028,98.409,6.763,05_year
09/10/2023,BY4236745,FR95,6.375,15/08/2028,98.379,6.77,05_year
10/10/2023,BY4236745,FR95,6.375,15/08/2028,98.578,6.721,05_year
11/10/2023,BY4236745,FR95,6.375,15/08/2028,98.963,6.626,05_year
12/10/2023,BY4236745,FR95,6.375,15/08/2028,99.079,6.598,05_year
13/10/2023,BY4236745,FR95,6.375,15/08/2028,99.152,6.58,05_year
16/10/2023,BY4236745,FR95,6.375,15/08/2028,99.08,6.598,05_year
17/10/2023,BY4236745,FR95,6.375,15/08/2028,98.907,6.641,05_year
18/10/2023,BY4236745,FR95,6.375,15/08/2028,98.756,6.678,05_year
19/10/2023,BY4236745,FR95,6.375,15/08/2028,98.208,6.815,05_year
20/10/2023,BY4236745,FR95,6.375,15/08/2028,97.616,6.964,05_year
23/10/2023,BY4236745,FR95,6.375,15/08/2028,97.003,7.119,05_year
24/10/2023,BY4236745,FR95,6.375,15/08/2028,97.061,7.104,05_year
25/10/2023,BY4236745,FR95,6.375,15/08/2028,97.152,7.082,05_year
26/10/2023,BY4236745,FR95,6.375,15/08/2028,96.988,7.124,05_year
27/10/2023,BY4236745,FR95,6.375,15/08/2028,97.281,7.05,05_year
30/10/2023,BY4236745,FR95,6.375,15/08/2028,97.346,7.034,05_year
31/10/2023,BY4236745,FR95,6.375,15/08/2028,97.488,6.998,05_year
01/11/2023,BY4236745,FR95,6.375,15/08/2028,97.6,6.97,05_year
02/11/2023,BY4236745,FR95,6.375,15/08/2028,97.934,6.887,05_year
03/11/2023,BY4236745,FR95,6.375,15/08/2028,98.286,6.798,05_year
06/11/2023,BY4236745,FR95,6.375,15/08/2028,98.848,6.658,05_year
07/11/2023,BY4236745,FR95,6.375,15/08/2028,98.761,6.68,05_year
08/11/2023,BY4236745,FR95,6.375,15/08/2028,98.698,6.695,05_year
09/11/2023,BY4236745,FR95,6.375,15/08/2028,98.712,6.692,05_year
10/11/2023,BY4236745,FR95,6.375,15/08/2028,98.194,6.823,05_year
13/11/2023,BY4236745,FR95,6.375,15/08/2028,98.038,6.863,05_year
14/11/2023,BY4236745,FR95,6.375,15/08/2028,97.921,6.893,05_year
15/11/2023,BY4236745,FR95,6.375,15/08/2028,98.589,6.724,05_year
16/11/2023,BY4236745,FR95,6.375,15/08/2028,98.766,6.68,05_year
17/11/2023,BY4236745,FR95,6.375,15/08/2028,99.106,6.595,05_year
20/11/2023,BY4236745,FR95,6.375,15/08/2028,99.172,6.578,05_year
21/11/2023,BY4236745,FR95,6.375,15/08/2028,99.134,6.588,05_year
22/11/2023,BY4236745,FR95,6.375,15/08/2028,99.057,6.607,05_year
23/11/2023,BY4236745,FR95,6.375,15/08/2028,99.003,6.621,05_year
24/11/2023,BY4236745,FR95,6.375,15/08/2028,98.967,6.631,05_year
27/11/2023,BY4236745,FR95,6.375,15/08/2028,98.828,6.666,05_year
28/11/2023,BY4236745,FR95,6.375,15/08/2028,98.856,6.659,05_year
29/11/2023,BY4236745,FR95,6.375,15/08/2028,99.123,6.592,05_year
30/11/2023,BY4236745,FR95,6.375,15/08/2028,98.986,6.627,05_year
01/12/2023,BY4236745,FR95,6.375,15/08/2028,99.078,6.603,05_year
04/12/2023,BY4236745,FR95,6.375,15/08/2028,99.393,6.524,05_year
05/12/2023,BY4236745,FR95,6.375,15/08/2028,99.371,6.53,05_year
06/12/2023,BY4236745,FR95,6.375,15/08/2028,99.445,6.511,05_year
07/12/2023,BY4236745,FR95,6.375,15/08/2028,99.483,6.502,05_year
08/12/2023,BY4236745,FR95,6.375,15/08/2028,99.434,6.514,05_year
11/12/2023,BY4236745,FR95,6.375,15/08/2028,99.141,6.589,05_year
12/12/2023,BY4236745,FR95,6.375,15/08/2028,99.069,6.607,05_year
13/12/2023,BY4236745,FR95,6.375,15/08/2028,98.902,6.649,05_year
14/12/2023,BY4236745,FR95,6.375,15/08/2028,99.483,6.503,05_year
15/12/2023,BY4236745,FR95,6.375,15/08/2028,99.532,6.49,05_year
18/12/2023,BY4236745,FR95,6.375,15/08/2028,99.53,6.491,05_year
19/12/2023,BY4236745,FR95,6.375,15/08/2028,99.489,6.501,05_year
20/12/2023,BY4236745,FR95,6.375,15/08/2028,99.524,6.493,05_year
21/12/2023,BY4236745,FR95,6.375,15/08/2028,99.762,6.433,05_year
22/12/2023,BY4236745,FR95,6.375,15/08/2028,99.742,6.438,05_year
25/12/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
26/12/2023,BY4236745,FR95,6.375,15/08/2028,,,05_year
27/12/2023,BY4236745,FR95,6.375,15/08/2028,99.741,6.438,05_year
28/12/2023,BY4236745,FR95,6.375,15/08/2028,99.822,6.418,05_year
29/12/2023,BY4236745,FR95,6.375,15/08/2028,99.889,6.401,05_year
02/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.538,6.523,05_year
03/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.202,6.598,05_year
04/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.29,6.578,05_year
05/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.122,6.616,05_year
08/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.157,6.608,05_year
09/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.19,6.6,05_year
10/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.248,6.587,05_year
11/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.514,6.527,05_year
12/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.628,6.501,05_year
15/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.667,6.492,05_year
16/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.703,6.483,05_year
17/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.609,6.504,05_year
18/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.751,6.472,05_year
19/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.851,6.449,05_year
22/01/2024,ZH8062890,FR101,6.875,15/04/2029,102.0,6.415,05_year
23/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.862,6.446,05_year
24/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.757,6.47,05_year
25/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.434,6.543,05_year
26/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.452,6.538,05_year
29/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.495,6.529,05_year
30/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.628,6.498,05_year
31/01/2024,ZH8062890,FR101,6.875,15/04/2029,101.69,6.484,05_year
01/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.879,6.44,05_year
02/02/2024,ZH8062890,FR101,6.875,15/04/2029,102.013,6.41,05_year
05/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.55,6.515,05_year
06/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.571,6.51,05_year
07/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.623,6.497,05_year
08/02/2024,ZH8062890,FR101,6.875,15/04/2029,,,05_year
09/02/2024,ZH8062890,FR101,6.875,15/04/2029,,,05_year
12/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.586,6.506,05_year
13/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.628,6.496,05_year
14/02/2024,ZH8062890,FR101,6.875,15/04/2029,,,05_year
15/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.592,6.504,05_year
16/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.574,6.508,05_year
19/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.602,6.501,05_year
20/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.583,6.505,05_year
21/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.649,6.49,05_year
22/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.699,6.478,05_year
23/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.704,6.477,05_year
26/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.687,6.481,05_year
27/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.739,6.469,05_year
28/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.764,6.463,05_year
29/02/2024,ZH8062890,FR101,6.875,15/04/2029,101.738,6.468,05_year
01/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.708,6.475,05_year
04/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.693,6.478,05_year
05/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.621,6.495,05_year
06/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.696,6.477,05_year
07/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.666,6.484,05_year
08/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.756,6.463,05_year
11/03/2024,ZH8062890,FR101,6.875,15/04/2029,,,05_year
12/03/2024,ZH8062890,FR101,6.875,15/04/2029,,,05_year
13/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.623,6.493,05_year
14/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.576,6.504,05_year
15/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.525,6.516,05_year
18/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.55,6.51,05_year
19/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.52,6.517,05_year
20/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.576,6.503,05_year
21/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.58,6.502,05_year
22/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.551,6.509,05_year
25/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.465,6.529,05_year
26/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.276,6.573,05_year
27/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.126,6.608,05_year
28/03/2024,ZH8062890,FR101,6.875,15/04/2029,101.253,6.578,05_year
29/03/2024,ZH8062890,FR101,6.875,15/04/2029,,,05_year
01/04/2024,ZH8062890,FR101,6.875,15/04/2029,101.343,6.557,05_year
02/04/2024,ZH8062890,FR101,6.875,15/04/2029,101.288,6.569,05_year
03/04/2024,ZH8062890,FR101,6.875,15/04/2029,101.259,6.576,05_year
04/04/2024,ZH8062890,FR101,6.875,15/04/2029,101.305,6.564,05_year
05/04/2024,ZH8062890,FR101,6.875,15/04/2029,101.345,6.555,05_year
08/04/2024,ZH8062890,FR101,6.875,15/04/2029,,,05_year
09/04/2024,ZH8062890,FR101,6.875,15/04/2029,,,05_year
10/04/2024,ZH8062890,FR101,6.875,15/04/2029,,,05_year
11/04/2024,ZH8062890,FR101,6.875,15/04/2029,,,05_year
12/04/2024,ZH8062890,FR101,6.875,15/04/2029,,,05_year
15/04/2024,ZH8062890,FR101,6.875,15/04/2029,,,05_year
16/04/2024,ZH8062890,FR101,6.875,15/04/2029,100.218,6.823,05_year
17/04/2024,ZH8062890,FR101,6.875,15/04/2029,99.853,6.91,05_year
18/04/2024,ZH8062890,FR101,6.875,15/04/2029,100.029,6.868,05_year
19/04/2024,ZH8062890,FR101,6.875,15/04/2029,99.56,6.981,05_year
22/04/2024,ZH8062890,FR101,6.875,15/04/2029,99.46,7.005,05_year
23/04/2024,ZH8062890,FR101,6.875,15/04/2029,99.534,6.987,05_year
24/04/2024,ZH8062890,FR101,6.875,15/04/2029,99.462,7.004,05_year
25/04/2024,ZH8062890,FR101,6.875,15/04/2029,99.304,7.043,05_year
26/04/2024,ZH8062890,FR101,6.875,15/04/2029,99.147,7.081,05_year
29/04/2024,ZH8062890,FR101,6.875,15/04/2029,98.963,7.126,05_year
30/04/2024,ZH8062890,FR101,6.875,15/04/2029,98.944,7.131,05_year
01/05/2024,ZH8062890,FR101,6.875,15/04/2029,,,05_year
02/05/2024,ZH8062890,FR101,6.875,15/04/2029,99.28,7.049,05_year
03/05/2024,ZH8062890,FR101,6.875,15/04/2029,99.78,6.927,05_year
06/05/2024,ZH8062890,FR101,6.875,15/04/2029,100.021,6.868,05_year
07/05/2024,ZH8062890,FR101,6.875,15/04/2029,99.948,6.886,05_year
08/05/2024,ZH8062890,FR101,6.875,15/04/2029,99.836,6.913,05_year
